order_id,restaurant_name,cuisine_type,city,meal_type,order_date,order_time,order_value,delivery_time_mins,rating,online_payment,discount_applied,discount_amount
986,Subway,Fast Food,Hyderabad,Dinner,2023-03-09,23:09:50,598,36,4.5,Yes,No,0
987,KFC,Fast Food,Bangalore,Lunch,2023-01-09,16:19:12,510,73,3.5,Yes,Yes,55
988,Pizza Hut,Fast Food,Mumbai,Dinner,2023-12-30,21:12:57,580,39,4.2,Yes,No,0
989,Punjab Grill,North Indian,Kolkata,Breakfast,2023-02-16,08:26:16,445,28,4.7,Yes,No,0
990,Pizza Hut,Fast Food,Pune,Dinner,2023-08-22,04:12:11,1029,60,3.6,Yes,No,0
991,Moti Mahal,North Indian,Hyderabad,Dinner,2023-11-03,23:29:29,454,40,3.9,Yes,Yes,150
992,Moti Mahal,North Indian,Jaipur,Lunch,2023-10-10,18:54:49,316,70,3.7,Yes,Yes,150
993,Pizza Hut,Fast Food,Pune,Snack,2023-07-21,20:25:38,1100,31,4.2,Yes,No,0
994,Smoke House Deli,Continental,Jaipur,Snack,2023-04-15,13:04:03,1340,45,4.3,Yes,Yes,76
995,Subway,Fast Food,Jaipur,Lunch,2023-06-04,02:03:18,597,39,4.1,No,No,0
996,Punjab Grill,North Indian,Pune,Dinner,2023-08-03,03:30:58,323,28,4.6,Yes,No,0
997,Social,Continental,Pune,Lunch,2023-08-16,02:55:20,234,49,4.1,Yes,No,0
998,Behrouz Biryani,Biryani,Jaipur,Snack,2023-06-09,03:42:58,902,71,3.7,Yes,No,0
999,Barbeque Nation,North Indian,Bangalore,Snack,2023-04-02,03:05:04,693,61,3.5,Yes,No,0
1000,Social,Continental,Mumbai,Dinner,2023-12-27,04:35:35,616,26,4.0,Yes,Yes,71
1001,Paradise Biryani,Biryani,Hyderabad,Dinner,2023-04-08,10:23:21,769,67,4.1,Yes,Yes,55
1002,Mainland China,Chinese,Chennai,Breakfast,2023-10-27,09:37:45,763,38,4.6,No,No,0
1003,Moti Mahal,North Indian,Delhi,Snack,2023-09-12,08:34:13,1199,68,4.2,No,Yes,78
1004,Subway,Fast Food,Jaipur,Lunch,2023-07-20,15:50:26,1352,70,3.8,No,No,0
1005,Behrouz Biryani,Biryani,Pune,Breakfast,2023-05-02,22:04:08,534,47,4.4,No,Yes,132
1006,Behrouz Biryani,Biryani,Delhi,Dinner,2023-02-24,07:06:35,1332,75,3.3,Yes,No,0
1007,Saravana Bhavan,South Indian,Pune,Lunch,2023-06-13,02:44:10,1021,63,4.1,Yes,No,0
1008,Moti Mahal,North Indian,Delhi,Breakfast,2023-12-25,11:00:24,434,29,4.8,Yes,No,0
1009,Sagar Ratna,South Indian,Kolkata,Snack,2023-03-21,15:19:29,950,24,4.5,Yes,No,0
1010,Haldiram's,Snacks,Pune,Snack,2023-09-06,11:56:32,773,25,4.1,Yes,Yes,145
1011,Barbeque Nation,North Indian,Bangalore,Lunch,2023-01-28,07:42:12,940,38,3.9,Yes,No,0
1012,Social,Continental,Mumbai,Snack,2023-01-23,15:30:08,904,53,3.5,Yes,No,0
1013,Pizza Hut,Fast Food,Bangalore,Breakfast,2023-02-20,11:39:01,1248,46,4.1,Yes,No,0
1014,Subway,Fast Food,Bangalore,Lunch,2023-05-01,15:08:46,1035,72,3.9,No,Yes,99
1015,Moti Mahal,North Indian,Hyderabad,Snack,2023-04-18,07:17:45,563,20,5.0,No,Yes,122
1016,Sagar Ratna,South Indian,Hyderabad,Dinner,2023-12-20,20:38:04,1315,51,4.0,Yes,No,0
1017,McDonald's,Fast Food,Chennai,Snack,2023-05-16,00:14:27,1584,73,3.9,Yes,No,0
1018,Sagar Ratna,South Indian,Bangalore,Snack,2023-04-08,02:06:17,517,59,4.1,No,No,0
1019,Punjab Grill,North Indian,Mumbai,Snack,2023-09-29,15:50:27,239,35,4.7,Yes,No,0
1020,Mainland China,Chinese,Chennai,Breakfast,2023-09-29,10:14:29,1637,66,4.2,No,No,0
1021,Mainland China,Chinese,Mumbai,Dinner,2023-01-31,01:20:42,1697,26,4.4,Yes,No,0
1022,Behrouz Biryani,Biryani,Bangalore,Dinner,2023-03-22,20:50:52,1186,22,4.4,Yes,No,0
1023,Behrouz Biryani,Biryani,Kolkata,Dinner,2023-10-18,00:49:38,967,74,3.4,Yes,Yes,84
1024,Haldiram's,Snacks,Bangalore,Dinner,2023-09-18,15:36:27,1683,49,4.0,Yes,Yes,82
1025,Behrouz Biryani,Biryani,Bangalore,Snack,2023-11-15,22:55:51,721,73,3.4,Yes,No,0
1026,Haldiram's,Snacks,Bangalore,Dinner,2023-02-18,13:10:29,1244,67,3.7,Yes,No,0
1027,Barbeque Nation,North Indian,Chennai,Lunch,2023-06-21,11:13:48,883,31,4.1,Yes,No,0
1028,Mainland China,Chinese,Hyderabad,Snack,2023-09-28,22:06:34,247,73,3.8,Yes,No,0
1029,Burger King,Fast Food,Jaipur,Breakfast,2023-08-21,15:40:40,159,23,4.7,Yes,Yes,115
1030,KFC,Fast Food,Hyderabad,Breakfast,2023-01-07,13:29:20,1013,21,5.0,Yes,Yes,36
1031,KFC,Fast Food,Mumbai,Lunch,2023-10-09,12:16:34,492,22,4.4,Yes,No,0
1032,Paradise Biryani,Biryani,Hyderabad,Lunch,2023-12-30,04:33:44,1259,45,4.6,Yes,Yes,74
1033,Haldiram's,Snacks,Pune,Dinner,2023-03-09,18:16:12,180,45,4.3,Yes,No,0
1034,Subway,Fast Food,Jaipur,Lunch,2023-01-26,23:18:58,1497,72,3.5,Yes,Yes,37
1035,Subway,Fast Food,Kolkata,Dinner,2023-10-26,10:02:20,1376,51,4.5,Yes,No,0
1036,Mainland China,Chinese,Bangalore,Dinner,2023-02-07,03:05:00,1378,40,4.7,No,No,0
1037,Biryani Blues,Biryani,Pune,Lunch,2023-09-05,01:55:24,1709,64,3.7,No,Yes,105
1038,Barbeque Nation,North Indian,Jaipur,Snack,2023-07-18,19:06:31,1461,67,3.5,Yes,Yes,25
1039,Sagar Ratna,South Indian,Mumbai,Dinner,2023-04-03,03:22:24,1661,47,4.4,Yes,Yes,55
1040,Saravana Bhavan,South Indian,Jaipur,Dinner,2023-03-20,18:53:10,460,44,3.8,Yes,Yes,133
1041,Paradise Biryani,Biryani,Bangalore,Dinner,2023-05-04,15:40:29,1468,70,4.0,No,No,0
1042,Burger King,Fast Food,Delhi,Lunch,2023-11-26,06:00:17,1650,41,4.0,Yes,No,0
1043,Domino's Pizza,Fast Food,Hyderabad,Lunch,2023-08-25,11:33:35,931,53,3.8,No,No,0
1044,Barbeque Nation,North Indian,Mumbai,Snack,2023-01-28,12:18:24,544,23,4.6,Yes,Yes,52
1045,McDonald's,Fast Food,Bangalore,Lunch,2023-04-03,02:34:12,1189,25,4.4,No,No,0
1046,Punjab Grill,North Indian,Hyderabad,Lunch,2023-06-15,00:07:22,511,58,3.7,Yes,No,0
1047,Behrouz Biryani,Biryani,Hyderabad,Dinner,2023-12-02,06:23:18,1750,50,3.6,Yes,No,0
1048,Pizza Hut,Fast Food,Bangalore,Snack,2023-06-21,17:55:23,1015,52,4.1,No,Yes,143
1049,Barbeque Nation,North Indian,Kolkata,Snack,2023-11-29,00:15:01,320,68,4.2,Yes,No,0
1050,Mainland China,Chinese,Bangalore,Lunch,2023-04-11,06:07:57,929,49,3.9,Yes,No,0
1051,Mainland China,Chinese,Jaipur,Breakfast,2023-05-10,17:58:02,429,65,3.8,Yes,Yes,21
1052,Barbeque Nation,North Indian,Pune,Snack,2023-06-07,10:43:41,1001,45,4.6,Yes,No,0
1053,Smoke House Deli,Continental,Chennai,Breakfast,2023-06-09,02:10:35,229,27,4.3,Yes,Yes,131
1054,Wow Momo,Chinese,Pune,Snack,2023-09-04,22:26:24,1560,43,4.4,No,No,0
1055,KFC,Fast Food,Hyderabad,Snack,2023-01-14,17:38:01,890,60,4.1,Yes,No,0
1056,Biryani Blues,Biryani,Chennai,Snack,2023-09-22,19:59:59,451,36,4.0,Yes,Yes,49
1057,McDonald's,Fast Food,Kolkata,Snack,2023-10-02,13:02:50,1350,25,4.4,Yes,No,0
1058,Punjab Grill,North Indian,Kolkata,Dinner,2023-09-27,00:23:10,768,52,4.5,No,No,0
1059,Burger King,Fast Food,Kolkata,Breakfast,2023-02-12,18:30:29,1452,56,4.2,Yes,Yes,88
1060,Subway,Fast Food,Kolkata,Dinner,2023-01-03,19:50:29,494,72,3.7,Yes,Yes,126
1061,Social,Continental,Kolkata,Dinner,2023-10-13,00:26:55,1032,30,4.0,Yes,No,0
1062,Biryani Blues,Biryani,Hyderabad,Snack,2023-03-13,00:13:00,1179,27,4.3,Yes,Yes,71
1063,Domino's Pizza,Fast Food,Bangalore,Lunch,2023-04-12,01:20:06,987,48,4.2,Yes,No,0
1064,Punjab Grill,North Indian,Mumbai,Dinner,2023-02-03,14:50:51,923,27,4.2,Yes,Yes,80
1065,Smoke House Deli,Continental,Jaipur,Breakfast,2023-01-05,00:36:27,275,37,4.5,Yes,No,0
1066,Moti Mahal,North Indian,Delhi,Breakfast,2023-03-24,07:17:58,1219,70,3.3,Yes,No,0
1067,Smoke House Deli,Continental,Pune,Snack,2023-05-12,00:52:30,909,63,4.2,Yes,Yes,112
1068,Pizza Hut,Fast Food,Kolkata,Breakfast,2023-05-19,14:25:58,826,71,3.3,No,No,0
1069,Pizza Hut,Fast Food,Bangalore,Breakfast,2023-08-23,02:12:00,401,75,3.7,Yes,No,0
1070,Behrouz Biryani,Biryani,Jaipur,Snack,2023-09-14,17:46:29,534,20,5.0,Yes,Yes,112
1071,Domino's Pizza,Fast Food,Pune,Snack,2023-04-02,00:55:27,1392,51,3.9,Yes,No,0
1072,Chaayos,Beverages,Jaipur,Breakfast,2023-10-13,11:57:52,938,38,4.3,Yes,No,0
1073,Moti Mahal,North Indian,Delhi,Lunch,2023-07-13,16:59:52,1781,25,4.2,No,Yes,134
1074,Haldiram's,Snacks,Jaipur,Lunch,2023-04-05,20:14:32,583,30,4.6,Yes,Yes,131
1075,Barbeque Nation,North Indian,Bangalore,Dinner,2023-12-17,21:17:38,935,69,3.5,Yes,No,0
1076,Smoke House Deli,Continental,Mumbai,Lunch,2023-12-25,16:31:28,1244,60,4.1,Yes,No,0
1077,Paradise Biryani,Biryani,Hyderabad,Breakfast,2023-09-08,10:23:22,852,44,4.6,No,No,0
1078,Mainland China,Chinese,Kolkata,Lunch,2023-03-29,03:38:41,680,27,4.2,Yes,Yes,107
1079,Moti Mahal,North Indian,Hyderabad,Breakfast,2023-08-11,19:14:47,903,28,4.7,No,No,0
1080,Barbeque Nation,North Indian,Chennai,Breakfast,2023-08-18,11:45:20,1246,32,4.7,No,No,0
1081,Saravana Bhavan,South Indian,Bangalore,Lunch,2023-02-11,17:27:10,959,20,4.5,No,No,0
1082,Biryani Blues,Biryani,Chennai,Lunch,2023-07-14,10:46:41,1542,49,3.7,Yes,Yes,28
1083,Sagar Ratna,South Indian,Pune,Dinner,2023-07-15,10:30:08,1560,27,4.2,No,No,0
1084,Subway,Fast Food,Jaipur,Dinner,2023-10-01,19:03:53,921,23,4.9,Yes,Yes,73
1085,KFC,Fast Food,Delhi,Lunch,2023-11-30,01:45:25,1148,66,3.7,Yes,Yes,120
1086,Paradise Biryani,Biryani,Kolkata,Snack,2023-05-16,14:27:28,1701,45,4.0,Yes,No,0
1087,Subway,Fast Food,Kolkata,Breakfast,2023-02-21,04:04:58,812,68,4.1,Yes,No,0
1088,Burger King,Fast Food,Jaipur,Lunch,2023-08-13,11:29:49,431,48,4.3,Yes,Yes,73
1089,Subway,Fast Food,Hyderabad,Breakfast,2023-05-22,00:11:20,1636,74,3.8,Yes,No,0
1090,Chaayos,Beverages,Bangalore,Breakfast,2023-02-07,15:13:47,878,50,3.7,Yes,Yes,106
1091,Moti Mahal,North Indian,Kolkata,Lunch,2023-09-01,19:48:27,1629,45,3.9,Yes,Yes,121
1092,Smoke House Deli,Continental,Chennai,Lunch,2023-09-11,20:30:31,1676,44,4.4,Yes,No,0
1093,Pizza Hut,Fast Food,Chennai,Snack,2023-05-23,23:41:56,173,27,4.0,Yes,No,0
1094,Social,Continental,Hyderabad,Breakfast,2023-08-17,05:50:34,1323,56,3.9,Yes,No,0
1095,Punjab Grill,North Indian,Kolkata,Snack,2023-09-08,16:04:34,1589,47,3.9,Yes,Yes,103
1096,McDonald's,Fast Food,Bangalore,Snack,2023-11-13,00:28:41,1585,21,4.4,No,Yes,51
1097,Subway,Fast Food,Mumbai,Lunch,2023-12-02,02:27:15,1376,64,3.5,No,No,0
1098,Haldiram's,Snacks,Delhi,Lunch,2023-08-12,16:08:37,572,61,3.5,Yes,Yes,41
1099,Haldiram's,Snacks,Chennai,Dinner,2023-07-31,18:25:43,501,47,4.6,Yes,Yes,96
1100,Domino's Pizza,Fast Food,Chennai,Snack,2023-02-24,15:32:36,1331,51,4.2,Yes,No,0
1101,Mainland China,Chinese,Hyderabad,Breakfast,2023-09-15,16:02:16,241,35,3.8,Yes,No,0
1102,Subway,Fast Food,Bangalore,Lunch,2023-08-19,03:49:07,885,37,3.9,No,Yes,85
1103,Wow Momo,Chinese,Kolkata,Lunch,2023-06-05,16:49:25,1084,25,4.9,No,No,0
1104,Biryani Blues,Biryani,Hyderabad,Breakfast,2023-09-02,20:00:03,1650,37,4.7,Yes,No,0
1105,Saravana Bhavan,South Indian,Bangalore,Snack,2023-11-16,09:34:01,464,40,4.7,No,No,0
1106,Barbeque Nation,North Indian,Hyderabad,Breakfast,2023-04-16,05:44:58,405,54,3.6,No,Yes,104
1107,McDonald's,Fast Food,Pune,Dinner,2023-10-30,12:08:48,709,29,4.7,Yes,No,0
1108,Barbeque Nation,North Indian,Mumbai,Snack,2023-03-28,15:17:32,925,26,4.7,Yes,Yes,98
1109,Moti Mahal,North Indian,Jaipur,Breakfast,2023-07-25,18:15:56,864,64,3.9,Yes,No,0
1110,Wow Momo,Chinese,Mumbai,Breakfast,2023-03-08,15:28:52,801,68,3.7,Yes,No,0
1111,Mainland China,Chinese,Kolkata,Snack,2023-08-19,08:43:49,411,36,3.8,Yes,No,0
1112,Biryani Blues,Biryani,Bangalore,Snack,2023-08-09,18:02:59,1656,37,3.8,Yes,No,0
1113,KFC,Fast Food,Kolkata,Snack,2023-03-13,10:39:28,1048,42,4.5,Yes,No,0
1114,Chaayos,Beverages,Hyderabad,Dinner,2023-09-05,04:32:59,328,39,4.1,Yes,Yes,40
1115,McDonald's,Fast Food,Hyderabad,Breakfast,2023-03-06,10:57:57,1328,23,4.0,Yes,No,0
1116,Smoke House Deli,Continental,Delhi,Snack,2023-09-21,06:24:19,1191,66,3.4,No,No,0
1117,Mainland China,Chinese,Mumbai,Snack,2023-01-06,17:33:35,1412,32,4.7,Yes,No,0
1118,Chaayos,Beverages,Pune,Lunch,2023-10-15,07:49:19,1504,72,4.2,Yes,No,0
1119,Behrouz Biryani,Biryani,Bangalore,Lunch,2023-03-10,05:23:11,303,43,4.5,Yes,Yes,128
1120,Smoke House Deli,Continental,Kolkata,Lunch,2023-05-26,07:15:22,381,41,4.6,Yes,No,0
1121,Haldiram's,Snacks,Chennai,Dinner,2023-07-07,23:02:54,751,36,4.0,No,Yes,98
1122,Social,Continental,Delhi,Snack,2023-12-13,22:38:46,1415,74,3.7,Yes,Yes,137
1123,Paradise Biryani,Biryani,Chennai,Dinner,2023-02-11,22:50:29,160,42,4.6,Yes,No,0
1124,Saravana Bhavan,South Indian,Delhi,Breakfast,2023-06-17,15:22:57,1157,32,3.9,Yes,No,0
1125,Haldiram's,Snacks,Jaipur,Breakfast,2023-03-02,18:34:49,1725,62,3.6,No,No,0
1126,Saravana Bhavan,South Indian,Chennai,Dinner,2023-06-16,16:25:54,523,54,4.3,Yes,No,0
1127,Behrouz Biryani,Biryani,Bangalore,Lunch,2023-05-18,17:04:30,1680,47,3.6,Yes,Yes,68
1128,Burger King,Fast Food,Delhi,Lunch,2023-06-03,13:26:07,1012,67,3.6,Yes,Yes,70
1129,Smoke House Deli,Continental,Chennai,Breakfast,2023-06-13,20:53:34,1151,55,4.0,Yes,No,0
1130,Pizza Hut,Fast Food,Kolkata,Lunch,2023-02-12,22:47:01,370,70,3.3,Yes,No,0
1131,Social,Continental,Delhi,Lunch,2023-01-21,13:02:47,1539,73,3.5,Yes,No,0
1132,Smoke House Deli,Continental,Chennai,Dinner,2023-07-09,01:11:19,319,68,3.7,Yes,No,0
1133,Social,Continental,Bangalore,Lunch,2023-04-20,12:24:13,1720,27,4.8,Yes,No,0
1134,Chaayos,Beverages,Hyderabad,Snack,2023-10-02,16:41:34,1753,71,3.3,Yes,Yes,58
1135,KFC,Fast Food,Mumbai,Lunch,2023-06-06,04:13:48,228,37,4.7,Yes,No,0
1136,Barbeque Nation,North Indian,Hyderabad,Breakfast,2023-12-03,00:19:37,254,44,4.0,Yes,No,0
1137,KFC,Fast Food,Hyderabad,Dinner,2023-06-15,19:18:53,1131,23,4.5,Yes,No,0
1138,Haldiram's,Snacks,Chennai,Dinner,2023-04-20,06:58:15,868,65,3.7,Yes,Yes,66
1139,Domino's Pizza,Fast Food,Delhi,Breakfast,2023-09-14,19:39:38,1675,40,3.9,No,No,0
1140,Sagar Ratna,South Indian,Mumbai,Snack,2023-03-14,02:50:01,666,51,3.9,Yes,Yes,44
1141,Barbeque Nation,North Indian,Bangalore,Dinner,2023-05-21,08:44:38,1668,71,3.6,Yes,Yes,90
1142,Subway,Fast Food,Kolkata,Breakfast,2023-12-11,21:14:44,367,28,4.5,Yes,Yes,68
1143,Subway,Fast Food,Jaipur,Breakfast,2023-01-30,09:55:42,1269,59,3.8,No,Yes,59
1144,Domino's Pizza,Fast Food,Bangalore,Lunch,2023-06-12,18:01:24,1277,65,3.6,Yes,No,0
1145,Behrouz Biryani,Biryani,Mumbai,Snack,2023-01-27,15:05:20,1138,46,4.1,Yes,Yes,90
1146,Biryani Blues,Biryani,Chennai,Breakfast,2023-08-09,05:07:52,274,70,4.2,Yes,No,0
1147,Pizza Hut,Fast Food,Jaipur,Breakfast,2023-03-06,14:44:29,1046,68,3.8,No,No,0
1148,Sagar Ratna,South Indian,Chennai,Lunch,2023-03-13,19:37:21,157,30,4.4,Yes,No,0
1149,Behrouz Biryani,Biryani,Chennai,Dinner,2023-11-28,09:38:37,601,38,4.4,Yes,Yes,77
1150,Domino's Pizza,Fast Food,Hyderabad,Dinner,2023-01-16,12:21:05,1459,29,4.8,Yes,Yes,89
1151,Domino's Pizza,Fast Food,Hyderabad,Lunch,2023-07-27,22:47:09,387,20,4.6,Yes,No,0
1152,McDonald's,Fast Food,Chennai,Lunch,2023-06-08,22:01:53,1402,38,4.1,Yes,No,0
1153,Barbeque Nation,North Indian,Pune,Lunch,2023-10-12,00:32:09,722,31,4.1,Yes,No,0
1154,Moti Mahal,North Indian,Mumbai,Snack,2023-09-12,06:05:17,677,75,3.8,Yes,No,0
1155,KFC,Fast Food,Pune,Dinner,2023-03-21,12:39:33,1341,60,4.2,No,Yes,134
1156,KFC,Fast Food,Kolkata,Dinner,2023-02-27,22:34:29,1131,25,4.4,No,Yes,65
1157,Subway,Fast Food,Jaipur,Lunch,2023-09-09,19:44:11,727,21,4.3,Yes,No,0
1158,Sagar Ratna,South Indian,Hyderabad,Breakfast,2023-02-26,01:43:31,297,47,3.8,No,Yes,55
1159,Barbeque Nation,North Indian,Mumbai,Snack,2023-05-30,11:03:04,192,27,4.7,Yes,Yes,83
1160,McDonald's,Fast Food,Chennai,Lunch,2023-12-31,20:22:15,1434,58,3.4,Yes,Yes,106
1161,McDonald's,Fast Food,Hyderabad,Lunch,2023-07-06,21:53:22,1705,56,4.4,Yes,No,0
1162,Paradise Biryani,Biryani,Jaipur,Lunch,2023-04-06,00:27:47,264,54,4.2,Yes,Yes,31
1163,Haldiram's,Snacks,Chennai,Breakfast,2023-07-18,23:55:15,1000,29,3.9,Yes,Yes,78
1164,Chaayos,Beverages,Kolkata,Lunch,2023-05-18,13:05:13,1492,38,4.0,No,No,0
1165,Haldiram's,Snacks,Jaipur,Lunch,2023-02-13,02:32:19,609,26,4.9,Yes,No,0
1166,McDonald's,Fast Food,Pune,Breakfast,2023-05-21,08:02:34,323,22,4.6,Yes,No,0
1167,Social,Continental,Pune,Lunch,2023-09-22,04:46:38,1020,29,4.8,Yes,No,0
1168,Burger King,Fast Food,Pune,Breakfast,2023-04-16,14:46:20,1172,62,3.7,Yes,No,0
1169,McDonald's,Fast Food,Delhi,Lunch,2023-10-30,09:28:21,1493,29,4.2,No,No,0
1170,Smoke House Deli,Continental,Mumbai,Breakfast,2023-08-13,17:53:09,1025,66,3.6,Yes,No,0
1171,Biryani Blues,Biryani,Bangalore,Snack,2023-05-18,06:33:06,803,51,4.0,No,No,0
1172,Paradise Biryani,Biryani,Bangalore,Lunch,2023-05-30,03:32:42,1007,55,4.0,No,No,0
1173,Mainland China,Chinese,Hyderabad,Snack,2023-02-02,19:22:25,1339,65,3.7,Yes,No,0
1174,McDonald's,Fast Food,Hyderabad,Dinner,2023-01-02,10:42:50,566,74,3.2,No,Yes,48
1175,Domino's Pizza,Fast Food,Pune,Dinner,2023-11-26,22:56:14,1744,72,3.4,No,Yes,127
1176,KFC,Fast Food,Hyderabad,Lunch,2023-01-23,00:42:20,1679,28,4.0,Yes,No,0
1177,Barbeque Nation,North Indian,Kolkata,Dinner,2023-01-22,08:05:35,1586,26,4.6,Yes,No,0
1178,Sagar Ratna,South Indian,Bangalore,Breakfast,2023-02-27,09:04:58,898,29,3.9,Yes,Yes,126
1179,Biryani Blues,Biryani,Bangalore,Snack,2023-10-17,02:27:44,436,67,3.8,Yes,No,0
1180,Chaayos,Beverages,Pune,Snack,2023-10-31,19:08:49,1470,64,3.4,Yes,Yes,35
1181,Domino's Pizza,Fast Food,Bangalore,Lunch,2023-01-05,13:17:35,961,73,3.6,No,No,0
1182,Wow Momo,Chinese,Chennai,Lunch,2023-06-14,20:53:34,471,37,4.7,No,Yes,74
1183,Pizza Hut,Fast Food,Delhi,Lunch,2023-06-02,16:25:00,526,72,4.0,Yes,No,0
1184,Behrouz Biryani,Biryani,Jaipur,Dinner,2023-09-11,19:36:16,1464,45,4.5,Yes,Yes,115
1185,Chaayos,Beverages,Hyderabad,Dinner,2023-02-12,10:22:10,363,24,4.3,Yes,Yes,81
1186,Burger King,Fast Food,Bangalore,Breakfast,2023-01-26,16:49:07,583,58,3.4,Yes,Yes,71
1187,Domino's Pizza,Fast Food,Hyderabad,Dinner,2023-02-03,08:37:27,1317,56,3.5,No,Yes,32
1188,Paradise Biryani,Biryani,Mumbai,Dinner,2023-01-04,15:01:38,880,68,3.6,No,No,0
1189,Subway,Fast Food,Pune,Snack,2023-10-10,03:54:12,878,28,4.6,Yes,No,0
1190,Chaayos,Beverages,Mumbai,Lunch,2023-01-10,12:45:47,1352,70,3.6,Yes,No,0
1191,Punjab Grill,North Indian,Bangalore,Snack,2023-01-31,22:01:47,1431,25,4.9,Yes,Yes,56
1192,Punjab Grill,North Indian,Pune,Snack,2023-11-02,08:00:35,418,41,4.0,No,Yes,119
1193,KFC,Fast Food,Hyderabad,Breakfast,2023-03-01,12:29:02,1311,60,4.4,Yes,Yes,56
1194,Burger King,Fast Food,Mumbai,Snack,2023-02-06,21:12:21,1081,40,3.9,Yes,Yes,37
1195,Wow Momo,Chinese,Pune,Dinner,2023-02-04,23:40:36,295,31,4.5,No,No,0
1196,Smoke House Deli,Continental,Chennai,Snack,2023-09-10,21:09:41,437,27,4.9,No,Yes,113
1197,Burger King,Fast Food,Kolkata,Snack,2023-11-30,03:49:40,1419,63,3.5,Yes,No,0
1198,Sagar Ratna,South Indian,Pune,Dinner,2023-02-02,18:11:17,1547,46,4.1,Yes,No,0
1199,Domino's Pizza,Fast Food,Delhi,Lunch,2023-09-30,02:05:55,1298,20,4.2,Yes,No,0
1200,Pizza Hut,Fast Food,Bangalore,Snack,2023-11-28,22:15:53,299,34,4.2,No,No,0
1201,McDonald's,Fast Food,Pune,Snack,2023-07-02,06:37:52,1465,54,4.4,No,Yes,41
1202,Punjab Grill,North Indian,Mumbai,Snack,2023-10-26,16:17:53,1037,32,4.2,Yes,No,0
1203,Paradise Biryani,Biryani,Jaipur,Lunch,2023-10-01,01:49:30,1668,50,3.7,No,Yes,59
1204,Smoke House Deli,Continental,Bangalore,Lunch,2023-05-05,16:21:20,1313,22,5.0,No,Yes,112
1205,Chaayos,Beverages,Jaipur,Lunch,2023-01-22,08:02:20,583,75,3.2,No,No,0
1206,Wow Momo,Chinese,Bangalore,Breakfast,2023-02-25,09:05:34,291,37,4.2,Yes,No,0
1207,Behrouz Biryani,Biryani,Kolkata,Lunch,2023-09-18,09:32:17,681,31,4.7,Yes,No,0
1208,Paradise Biryani,Biryani,Chennai,Lunch,2023-03-19,11:08:08,865,46,4.1,Yes,No,0
1209,Chaayos,Beverages,Pune,Snack,2023-11-16,23:03:44,170,55,4.3,Yes,Yes,57
1210,Paradise Biryani,Biryani,Pune,Breakfast,2023-02-28,18:49:12,1089,29,4.4,Yes,Yes,124
1211,Wow Momo,Chinese,Delhi,Snack,2023-11-20,15:33:47,407,60,3.8,Yes,Yes,75
1212,Subway,Fast Food,Kolkata,Lunch,2023-08-22,17:11:53,923,33,4.2,Yes,No,0
1213,Moti Mahal,North Indian,Delhi,Dinner,2023-11-13,08:58:23,895,21,4.3,Yes,No,0
1214,Haldiram's,Snacks,Jaipur,Snack,2023-06-11,03:15:37,990,42,4.0,No,No,0
1215,Paradise Biryani,Biryani,Mumbai,Lunch,2023-06-28,12:32:44,1027,43,3.8,Yes,No,0
1216,Chaayos,Beverages,Kolkata,Dinner,2023-11-25,12:49:28,1500,64,4.0,Yes,No,0
1217,Sagar Ratna,South Indian,Mumbai,Breakfast,2023-11-10,07:54:10,362,25,4.6,No,Yes,147
1218,Sagar Ratna,South Indian,Mumbai,Snack,2023-07-15,19:40:09,1340,71,3.3,Yes,No,0
1219,Subway,Fast Food,Hyderabad,Snack,2023-08-03,13:10:19,930,27,4.1,No,Yes,109
1220,Behrouz Biryani,Biryani,Kolkata,Snack,2023-01-04,06:53:05,917,70,3.5,Yes,No,0
1221,Wow Momo,Chinese,Chennai,Snack,2023-09-19,19:37:06,644,20,4.9,No,Yes,23
1222,Barbeque Nation,North Indian,Bangalore,Dinner,2023-11-23,20:32:27,1212,72,4.0,Yes,No,0
1223,Punjab Grill,North Indian,Kolkata,Lunch,2023-08-05,03:52:05,951,32,4.4,No,Yes,129
1224,Biryani Blues,Biryani,Kolkata,Lunch,2023-06-06,21:20:29,801,53,3.7,Yes,Yes,52
1225,Social,Continental,Mumbai,Snack,2023-11-24,17:36:57,1710,60,4.3,Yes,No,0
1226,Subway,Fast Food,Mumbai,Breakfast,2023-01-11,06:59:03,1045,20,4.6,Yes,Yes,40
1227,Moti Mahal,North Indian,Kolkata,Breakfast,2023-10-16,15:06:24,1653,28,4.9,Yes,Yes,81
1228,KFC,Fast Food,Chennai,Lunch,2023-07-28,06:27:00,652,66,4.1,No,No,0
1229,Domino's Pizza,Fast Food,Chennai,Breakfast,2023-12-30,10:36:25,444,60,3.4,Yes,Yes,137
1230,Sagar Ratna,South Indian,Mumbai,Breakfast,2023-02-25,10:00:05,728,36,4.7,Yes,Yes,146
1231,Saravana Bhavan,South Indian,Hyderabad,Snack,2023-02-09,10:19:42,1155,70,3.3,Yes,No,0
1232,McDonald's,Fast Food,Hyderabad,Snack,2023-05-27,01:37:27,792,60,4.3,Yes,Yes,96
1233,Barbeque Nation,North Indian,Bangalore,Breakfast,2023-02-15,20:26:58,852,42,4.2,Yes,Yes,85
1234,Haldiram's,Snacks,Hyderabad,Breakfast,2023-07-28,11:27:18,197,53,4.0,Yes,Yes,113
